Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
1,1,1,1,1,1,4.0,100.0,90.0,86.0,80.0,86.0,83.0,80.0,29.0,5.0,0.0,97.0,1.0,99.0,73.0,92.0,79.0,84.0,75.0,92.0,0.0,14.0,17.0,4.0,4.0,3.0,5.0,0.0,7.0,58.0,12.0,12.0,7.0,19.0,0.0,1.0,94.0
1,1,1,1,1,1,4.0,93.0,42.0,91.0,100.0,100.0,83.0,55.0,11.0,6.0,0.0,61.0,0.0,100.0,88.0,93.0,95.0,89.0,84.0,92.0,1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,0.0,56.0,0.0,8.0,4.0,14.0,0.0,1.0,101.0
1,1,1,1,1,1,3.0,99.0,90.0,76.0,82.0,85.0,76.0,75.0,12.0,9.0,0.0,94.0,1.0,100.0,383.0,515.0,74.0,78.0,74.0,82.0,0.0,9.0,232.0,4.0,4.0,3.0,5.0,0.0,25.0,337.0,7.0,9.0,6.0,11.0,0.0,1.0,918.0
1,1,1,1,1,1,4.0,98.0,86.0,83.0,68.0,80.0,85.0,81.0,9.0,4.0,0.0,99.0,1.0,99.0,144.0,162.0,89.0,91.0,85.0,96.0,1.0,14.0,8.0,4.0,4.0,3.0,5.0,0.0,3.0,82.0,4.0,7.0,5.0,12.0,0.0,1.0,162.0
1,1,1,1,1,1,4.0,97.0,84.0,86.0,86.0,97.0,100.0,90.0,15.0,4.0,0.0,100.0,1.0,100.0,112.0,123.0,91.0,91.0,85.0,96.0,1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,7.0,59.0,12.0,12.0,7.0,18.0,0.0,1.0,125.0
1,1,1,1,0,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,15.0,72.0,77.0,70.0,82.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,4.0,10.0,10.0,7.0,15.0,0.0,1.0,31.0
1,1,1,1,1,1,2.0,87.0,78.0,72.0,62.0,75.0,69.0,79.0,22.0,17.0,0.0,80.0,0.0,100.0,35.0,45.0,78.0,85.0,70.0,95.0,0.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,1.0,29.0,3.0,9.0,5.0,16.0,0.0,1.0,70.0
1,1,1,1,1,1,4.0,99.0,98.0,82.0,99.0,91.0,92.0,84.0,12.0,13.0,0.0,96.0,0.0,100.0,93.0,109.0,85.0,88.0,80.0,94.0,1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,1.0,43.0,2.0,8.0,5.0,15.0,0.0,1.0,116.0
1,1,1,1,1,1,2.0,94.0,91.0,90.0,86.0,87.0,58.0,46.0,19.0,11.0,0.0,97.0,0.0,100.0,112.0,129.0,87.0,87.0,80.0,92.0,1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,3.0,68.0,4.0,9.0,5.0,15.0,0.0,1.0,147.0
1,1,1,1,1,0,3.0,94.0,90.0,88.0,85.0,100.0,80.0,76.0,14.0,12.0,0.0,88.0,4.0,95.0,25.0,55.0,45.0,53.0,41.0,64.0,-1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,2.0,26.0,8.0,9.0,5.0,16.0,0.0,1.0,153.0
1,1,1,1,1,1,4.0,98.0,84.0,88.0,88.0,92.0,90.0,84.0,14.0,13.0,0.0,100.0,1.0,100.0,330.0,440.0,75.0,84.0,80.0,88.0,1.0,11.0,265.0,4.0,4.0,3.0,5.0,0.0,19.0,200.0,10.0,8.0,6.0,12.0,0.0,1.0,740.0
1,1,1,1,1,1,2.0,91.0,72.0,79.0,80.0,75.0,77.0,64.0,14.0,12.0,0.0,95.0,1.0,99.0,22.0,28.0,79.0,86.0,69.0,98.0,0.0,14.0,14.0,4.0,4.0,3.0,5.0,0.0,35.0,7.0,10.0,10.0,7.0,15.0,0.0,1.0,32.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,12.0,25.0,48.0,62.0,43.0,82.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,28.0
1,1,1,1,1,1,2.0,97.0,68.0,73.0,82.0,81.0,78.0,80.0,16.0,10.0,0.0,93.0,0.0,100.0,238.0,226.0,88.0,89.0,87.0,90.0,1.0,26.0,634.0,4.0,4.0,3.0,5.0,0.0,42.0,626.0,7.0,7.0,6.0,10.0,1.0,1.0,318.0
1,1,1,1,1,1,2.0,97.0,79.0,81.0,78.0,81.0,53.0,81.0,20.0,6.0,0.0,57.0,0.0,100.0,64.0,78.0,82.0,87.0,77.0,94.0,1.0,14.0,15.0,4.0,4.0,3.0,5.0,0.0,2.0,36.0,6.0,9.0,5.0,15.0,0.0,1.0,81.0
1,1,1,1,1,1,4.0,98.0,81.0,83.0,69.0,87.0,85.0,87.0,14.0,12.0,0.0,98.0,0.0,100.0,64.0,74.0,86.0,86.0,77.0,92.0,1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,2.0,22.0,9.0,10.0,6.0,19.0,0.0,1.0,114.0
1,1,1,1,1,1,4.0,95.0,65.0,97.0,95.0,95.0,86.0,87.0,11.0,11.0,0.0,99.0,3.0,99.0,98.0,137.0,72.0,81.0,73.0,89.0,0.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,9.0,56.0,16.0,12.0,8.0,18.0,0.0,1.0,460.0
1,1,1,1,1,1,3.0,94.0,87.0,86.0,98.0,90.0,80.0,61.0,19.0,12.0,0.0,92.0,0.0,100.0,137.0,153.0,90.0,91.0,85.0,96.0,1.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,5.0,81.0,6.0,9.0,6.0,15.0,0.0,1.0,178.0
1,1,1,1,1,1,3.0,85.0,71.0,61.0,80.0,69.0,80.0,76.0,14.0,12.0,0.0,93.0,0.0,96.0,238.0,12.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,1.0,10.0,10.0,7.0,15.0,0.0,1.0,20.0
1,1,1,1,1,0,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,6.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,1.0,10.0,10.0,7.0,15.0,0.0,1.0,17.0
1,1,1,0,1,1,3.0,94.0,64.0,79.0,82.0,87.0,82.0,79.0,12.0,18.0,0.0,82.0,0.0,100.0,105.0,124.0,85.0,86.0,79.0,92.0,1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,2.0,41.0,5.0,9.0,5.0,15.0,0.0,1.0,120.0
1,1,1,1,1,1,3.0,97.0,80.0,82.0,84.0,85.0,88.0,80.0,16.0,9.0,0.0,99.0,1.0,100.0,238.0,226.0,84.0,88.0,87.0,89.0,1.0,73.0,145.0,4.0,4.0,3.0,5.0,0.0,203.0,179.0,10.0,10.0,9.0,11.0,0.0,1.0,318.0
1,1,1,1,1,1,3.0,100.0,100.0,71.0,90.0,66.0,60.0,69.0,14.0,12.0,0.0,100.0,0.0,100.0,24.0,28.0,86.0,91.0,74.0,101.0,0.0,14.0,8.0,4.0,4.0,3.0,5.0,0.0,35.0,14.0,10.0,10.0,7.0,15.0,0.0,1.0,86.0
1,1,0,1,1,1,4.0,74.0,86.0,89.0,90.0,90.0,91.0,99.0,14.0,12.0,0.0,100.0,0.0,100.0,24.0,35.0,69.0,76.0,59.0,89.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,1.0,24.0,4.0,9.0,5.0,15.0,0.0,1.0,97.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,14.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,8.0,10.0,10.0,7.0,15.0,0.0,1.0,14.0
1,1,1,1,1,1,5.0,100.0,100.0,100.0,100.0,97.0,100.0,100.0,8.0,5.0,0.0,99.0,0.0,100.0,225.0,233.0,97.0,100.0,97.0,103.0,1.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,1.0,70.0,1.0,7.0,4.0,12.0,0.0,1.0,247.0
1,1,1,1,1,1,3.0,86.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,100.0,0.0,100.0,238.0,18.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,7.0,10.0,10.0,7.0,15.0,0.0,1.0,16.0
1,1,1,1,1,1,5.0,100.0,96.0,90.0,100.0,96.0,93.0,100.0,13.0,8.0,0.0,100.0,0.0,100.0,657.0,781.0,84.0,92.0,89.0,95.0,1.0,15.0,404.0,4.0,4.0,3.0,5.0,0.0,23.0,413.0,6.0,6.0,4.0,8.0,1.0,1.0,850.0
1,1,1,1,1,1,2.0,92.0,80.0,72.0,83.0,80.0,78.0,55.0,14.0,12.0,0.0,92.0,0.0,100.0,101.0,108.0,94.0,96.0,89.0,100.0,1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,0.0,38.0,0.0,8.0,4.0,15.0,0.0,1.0,112.0
1,0,0,0,0,1,3.0,96.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,100.0,0.0,100.0,14.0,27.0,52.0,61.0,44.0,80.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,35.0,5.0,10.0,10.0,7.0,15.0,0.0,1.0,95.0
1,1,1,1,1,1,3.0,73.0,92.0,84.0,89.0,79.0,65.0,66.0,8.0,12.0,0.0,100.0,0.0,100.0,69.0,82.0,84.0,83.0,74.0,89.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,2.0,28.0,7.0,10.0,5.0,18.0,0.0,1.0,89.0
1,1,1,1,1,1,4.0,100.0,94.0,90.0,95.0,89.0,73.0,78.0,14.0,12.0,0.0,97.0,0.0,100.0,238.0,17.0,72.0,77.0,70.0,82.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,35.0,8.0,10.0,10.0,7.0,15.0,0.0,1.0,38.0
1,1,1,1,1,1,2.0,97.0,71.0,69.0,79.0,72.0,62.0,76.0,14.0,12.0,0.0,97.0,0.0,100.0,16.0,21.0,76.0,85.0,64.0,100.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,5.0,10.0,10.0,7.0,15.0,0.0,1.0,40.0
1,1,1,1,1,1,2.0,99.0,46.0,49.0,53.0,63.0,77.0,41.0,14.0,11.0,0.0,99.0,2.0,100.0,61.0,107.0,57.0,62.0,53.0,71.0,-1.0,14.0,17.0,4.0,4.0,3.0,5.0,0.0,6.0,48.0,12.0,11.0,7.0,17.0,0.0,1.0,200.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,18.0,22.0,82.0,86.0,66.0,96.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,35.0,7.0,10.0,10.0,7.0,15.0,0.0,1.0,22.0
1,1,1,1,1,1,3.0,65.0,52.0,80.0,91.0,89.0,77.0,73.0,14.0,12.0,0.0,98.0,2.0,90.0,31.0,44.0,70.0,78.0,64.0,90.0,0.0,14.0,14.0,4.0,4.0,3.0,5.0,0.0,1.0,27.0,4.0,9.0,5.0,15.0,0.0,1.0,109.0
1,1,1,1,1,1,4.0,96.0,67.0,89.0,91.0,94.0,86.0,86.0,14.0,13.0,0.0,98.0,1.0,98.0,750.0,226.0,63.0,74.0,71.0,77.0,0.0,20.0,515.0,4.0,4.0,3.0,5.0,0.0,94.0,661.0,14.0,11.0,9.0,13.0,0.0,1.0,318.0
1,1,1,1,1,1,4.0,95.0,71.0,100.0,90.0,100.0,88.0,97.0,14.0,12.0,0.0,95.0,0.0,100.0,47.0,52.0,90.0,90.0,81.0,96.0,1.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,1.0,27.0,4.0,9.0,5.0,17.0,0.0,1.0,51.0
1,1,1,1,1,1,2.0,85.0,16.0,46.0,37.0,46.0,37.0,42.0,11.0,8.0,0.0,92.0,0.0,100.0,65.0,80.0,81.0,82.0,73.0,89.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,0.0,83.0,0.0,6.0,3.0,11.0,0.0,1.0,70.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,16.0,2.0,0.0,92.0,1.0,98.0,80.0,87.0,92.0,89.0,81.0,94.0,1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,1.0,23.0,4.0,10.0,5.0,17.0,0.0,1.0,97.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,11.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,4.0,10.0,10.0,7.0,15.0,0.0,1.0,16.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,4.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,1.0,10.0,10.0,7.0,15.0,0.0,1.0,5.0
1,1,1,1,1,1,3.0,79.0,77.0,82.0,84.0,82.0,79.0,85.0,15.0,7.0,0.0,86.0,0.0,100.0,290.0,390.0,74.0,78.0,73.0,82.0,0.0,14.0,16.0,4.0,4.0,3.0,5.0,0.0,8.0,177.0,5.0,7.0,5.0,11.0,0.0,1.0,361.0
1,1,1,1,1,1,4.0,96.0,86.0,80.0,88.0,95.0,70.0,90.0,14.0,3.0,0.0,91.0,0.0,100.0,102.0,123.0,83.0,86.0,79.0,92.0,1.0,14.0,16.0,4.0,4.0,3.0,5.0,0.0,7.0,63.0,11.0,11.0,7.0,17.0,0.0,1.0,139.0
1,1,1,1,1,1,2.0,76.0,86.0,66.0,79.0,77.0,73.0,64.0,9.0,4.0,0.0,91.0,1.0,100.0,114.0,207.0,55.0,61.0,54.0,68.0,-1.0,2.0,53.0,4.0,4.0,3.0,5.0,0.0,5.0,89.0,6.0,8.0,5.0,12.0,0.0,1.0,239.0
1,1,1,1,1,1,5.0,100.0,73.0,100.0,100.0,93.0,100.0,89.0,10.0,2.0,0.0,100.0,0.0,100.0,35.0,39.0,90.0,86.0,75.0,93.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,17.0,10.0,10.0,7.0,15.0,0.0,1.0,38.0
1,1,1,1,1,1,3.0,71.0,100.0,87.0,93.0,81.0,86.0,71.0,14.0,12.0,0.0,87.0,0.0,100.0,54.0,59.0,92.0,96.0,86.0,101.0,1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,2.0,24.0,8.0,9.0,5.0,15.0,0.0,1.0,61.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,13.0,21.0,62.0,70.0,50.0,85.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,26.0
1,1,1,1,1,1,4.0,99.0,80.0,88.0,87.0,95.0,84.0,92.0,16.0,14.0,0.0,98.0,1.0,100.0,238.0,226.0,83.0,92.0,90.0,94.0,1.0,22.0,560.0,4.0,4.0,3.0,5.0,0.0,70.0,868.0,8.0,8.0,6.0,10.0,1.0,1.0,318.0
1,1,1,1,1,0,4.0,89.0,90.0,76.0,96.0,91.0,100.0,75.0,14.0,12.0,0.0,100.0,0.0,100.0,36.0,40.0,90.0,91.0,76.0,98.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,12.0,10.0,10.0,7.0,15.0,0.0,1.0,43.0
1,1,1,1,1,1,2.0,83.0,91.0,64.0,71.0,71.0,70.0,46.0,14.0,12.0,0.0,97.0,0.0,100.0,23.0,34.0,68.0,75.0,56.0,88.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,14.0,10.0,10.0,7.0,15.0,0.0,1.0,57.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,31.0,33.0,94.0,99.0,86.0,106.0,1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,4.0,10.0,10.0,7.0,15.0,0.0,1.0,32.0
1,1,1,1,1,1,2.0,87.0,61.0,61.0,79.0,82.0,63.0,51.0,13.0,9.0,0.0,94.0,0.0,100.0,269.0,305.0,88.0,89.0,85.0,92.0,1.0,14.0,18.0,4.0,4.0,3.0,5.0,0.0,6.0,138.0,4.0,8.0,5.0,12.0,0.0,1.0,296.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,14.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,14.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,13.0,72.0,77.0,70.0,82.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,15.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,16.0,72.0,77.0,70.0,82.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,35.0,4.0,10.0,10.0,7.0,15.0,0.0,1.0,17.0
1,1,1,1,1,1,4.0,97.0,89.0,75.0,80.0,100.0,93.0,69.0,14.0,12.0,0.0,100.0,0.0,100.0,49.0,52.0,94.0,87.0,78.0,91.0,1.0,14.0,18.0,4.0,4.0,3.0,5.0,0.0,35.0,15.0,10.0,10.0,7.0,15.0,0.0,1.0,59.0
1,1,1,0,1,1,4.0,100.0,91.0,81.0,95.0,93.0,97.0,88.0,28.0,6.0,0.0,60.0,0.0,100.0,36.0,46.0,78.0,84.0,71.0,94.0,0.0,14.0,16.0,4.0,4.0,3.0,5.0,0.0,3.0,30.0,10.0,10.0,6.0,17.0,0.0,1.0,72.0
1,1,1,1,1,1,2.0,84.0,66.0,75.0,75.0,62.0,63.0,55.0,14.0,12.0,0.0,98.0,3.0,100.0,48.0,73.0,66.0,72.0,61.0,81.0,0.0,14.0,16.0,4.0,4.0,3.0,5.0,0.0,7.0,39.0,18.0,12.0,7.0,19.0,0.0,1.0,104.0
1,1,1,1,1,1,2.0,84.0,53.0,72.0,76.0,80.0,74.0,81.0,16.0,8.0,0.0,88.0,0.0,99.0,47.0,54.0,87.0,88.0,77.0,95.0,1.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,0.0,26.0,0.0,8.0,4.0,14.0,0.0,1.0,78.0
1,1,1,1,1,0,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,11.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,14.0
1,1,1,1,1,1,2.0,94.0,80.0,58.0,50.0,76.0,80.0,56.0,12.0,7.0,0.0,96.0,0.0,85.0,202.0,253.0,80.0,80.0,75.0,84.0,0.0,14.0,8.0,4.0,4.0,3.0,5.0,0.0,2.0,122.0,2.0,7.0,4.0,11.0,0.0,1.0,271.0
1,1,1,1,1,1,3.0,100.0,91.0,92.0,98.0,83.0,80.0,76.0,14.0,12.0,0.0,97.0,0.0,100.0,31.0,43.0,72.0,73.0,60.0,83.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,2.0,24.0,8.0,11.0,6.0,19.0,0.0,1.0,84.0
1,1,1,1,1,1,3.0,97.0,73.0,84.0,92.0,88.0,80.0,62.0,16.0,2.0,0.0,100.0,0.0,100.0,90.0,148.0,61.0,66.0,58.0,74.0,-1.0,14.0,14.0,4.0,4.0,3.0,5.0,0.0,6.0,70.0,9.0,10.0,6.0,15.0,0.0,1.0,171.0
1,1,1,1,1,1,4.0,100.0,100.0,99.0,82.0,100.0,96.0,80.0,22.0,6.0,0.0,100.0,0.0,100.0,88.0,96.0,92.0,88.0,82.0,92.0,1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,3.0,60.0,5.0,9.0,5.0,16.0,0.0,1.0,158.0
1,1,1,1,1,1,4.0,98.0,64.0,99.0,83.0,92.0,100.0,48.0,10.0,7.0,0.0,98.0,0.0,100.0,71.0,74.0,96.0,88.0,82.0,92.0,1.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,1.0,49.0,2.0,9.0,4.0,15.0,0.0,1.0,75.0
1,1,1,1,1,1,4.0,100.0,92.0,80.0,92.0,86.0,86.0,70.0,12.0,0.0,0.0,80.0,0.0,100.0,43.0,54.0,80.0,83.0,72.0,92.0,0.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,3.0,30.0,10.0,10.0,6.0,18.0,0.0,1.0,87.0
1,1,1,0,1,1,4.0,93.0,12.0,78.0,66.0,86.0,100.0,80.0,11.0,2.0,0.0,98.0,0.0,100.0,191.0,223.0,86.0,89.0,84.0,93.0,1.0,14.0,15.0,4.0,4.0,3.0,5.0,0.0,2.0,72.0,3.0,8.0,5.0,13.0,0.0,1.0,230.0
1,0,0,0,0,1,2.0,84.0,86.0,81.0,68.0,84.0,90.0,51.0,16.0,6.0,0.0,100.0,0.0,100.0,57.0,65.0,88.0,88.0,78.0,94.0,1.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,1.0,23.0,4.0,9.0,5.0,16.0,0.0,1.0,74.0
1,1,1,1,1,1,4.0,100.0,96.0,70.0,96.0,79.0,92.0,81.0,14.0,12.0,0.0,98.0,1.0,100.0,238.0,10.0,72.0,77.0,70.0,82.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,5.0,10.0,10.0,7.0,15.0,0.0,1.0,16.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,6.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,2.0,10.0,10.0,7.0,15.0,0.0,1.0,2.0
1,1,1,0,1,1,1.0,88.0,92.0,55.0,56.0,66.0,50.0,20.0,14.0,12.0,0.0,100.0,0.0,100.0,24.0,35.0,69.0,71.0,56.0,83.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,35.0
1,1,1,1,1,1,2.0,63.0,70.0,73.0,62.0,71.0,83.0,59.0,6.0,16.0,0.0,95.0,0.0,100.0,58.0,74.0,78.0,79.0,69.0,87.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,37.0,0.0,8.0,4.0,14.0,0.0,1.0,78.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,9.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,7.0,10.0,10.0,7.0,15.0,0.0,1.0,12.0
1,1,1,1,1,1,4.0,100.0,71.0,44.0,61.0,88.0,80.0,100.0,14.0,12.0,0.0,100.0,0.0,100.0,32.0,36.0,89.0,91.0,79.0,98.0,1.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,35.0,18.0,10.0,10.0,7.0,15.0,0.0,1.0,60.0
1,1,1,0,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,12.0,27.0,44.0,54.0,35.0,71.0,-1.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,98.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,14.0,72.0,77.0,70.0,82.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,35.0,5.0,10.0,10.0,7.0,15.0,0.0,1.0,15.0
1,1,1,1,1,1,2.0,85.0,38.0,55.0,47.0,59.0,42.0,33.0,13.0,8.0,0.0,68.0,0.0,100.0,234.0,293.0,80.0,80.0,75.0,85.0,0.0,14.0,8.0,4.0,4.0,3.0,5.0,0.0,5.0,253.0,2.0,6.0,4.0,10.0,0.0,1.0,540.0
1,1,1,1,1,1,3.0,100.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,100.0,0.0,100.0,28.0,31.0,90.0,86.0,73.0,93.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,15.0,10.0,10.0,7.0,15.0,0.0,1.0,56.0
1,1,1,0,0,0,4.0,78.0,98.0,92.0,82.0,89.0,86.0,79.0,12.0,6.0,0.0,99.0,0.0,100.0,159.0,171.0,93.0,88.0,84.0,91.0,1.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,2.0,103.0,2.0,7.0,4.0,13.0,0.0,1.0,158.0
1,1,0,0,0,0,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,6.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,1.0,10.0,10.0,7.0,15.0,0.0,1.0,53.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,5.0,72.0,77.0,70.0,82.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,35.0,1.0,10.0,10.0,7.0,15.0,0.0,1.0,5.0
